Year	Month	Day	OutflowQ	OutflowDOC
1986	11	6	0.1071861	9756.19062013
1986	11	7	0.0873595	9701.52003275
1986	11	8	0.0783348	9662.03908731
1986	11	9	0.0698869	9653.08625324
1986	11	10	0.0698869	9690.0
1986	11	11	0.0698869	9781.4815981
1986	11	12	0.0783348	9909.6835224
1986	11	13	0.0783348	10050.1210488
1986	11	14	0.0783348	10178.3094533
1986	11	15	0.0783348	10269.7640117
1986	11	16	0.0783348	10300.0
1986	11	17	0.0873595	10252.2854197
1986	11	18	0.1071861	10140.8991745
1986	11	19	0.1071861	9987.87289366
1986	11	20	0.0969728	9815.23820652
1986	11	21	0.0873595	9645.02674234
1986	11	22	0.0873595	9499.2701304
1986	11	23	0.0969728	9400.0
1986	11	24	0.1071861	9363.01653018
1986	11	25	0.1180107	9379.19409907
1986	11	26	0.1294575	9433.17563455
1986	11	27	0.1415372	9509.6040645
1986	11	28	0.1415372	9593.1223168
1986	11	29	0.1542603	9668.37331934
1986	11	30	0.1676372	9720.0
1986	12	1	0.1415372	9735.88169572
1986	12	2	0.1294575	9716.84337966
1986	12	3	0.1180107	9666.94643403
1986	12	4	0.0969728	9590.25224104
1986	12	5	0.0873595	9490.82218289
1986	12	6	0.0873595	9372.71764181
1986	12	7	0.0783348	9240.0
1986	12	8	0.0783348	9096.92607468
1986	12	9	0.1676372	8948.53442309
1986	12	10	0.4161711	8800.05903749
1986	12	11	0.300776	8656.73391013
1986	12	12	0.2117905	8523.79303326
1986	12	13	0.1542603	8406.47039913
1986	12	14	0.1294575	8310.0
1986	12	15	0.1180107	8238.39830209
1986	12	16	0.1180107	8190.81166755
1986	12	17	0.0969728	8165.1689325
1986	12	18	0.0969728	8159.39893305
1986	12	19	0.0969728	8171.43050533
1986	12	20	0.0873595	8199.19248545
1986	12	21	0.0698869	8240.61370954
1986	12	22	0.0620038	8293.62301371
1986	12	23	0.0546732	8356.14923408
1986	12	24	0.0478823	8426.12120678
1986	12	25	0.0478823	8501.46776792
1986	12	26	0.0478823	8580.11775362
1986	12	27	0.0416182	8660.0
1986	12	28	0.0358673	8738.810978
1986	12	29	0.0416182	8813.31769782
1986	12	30	0.0416182	8880.05480448
1986	12	31	0.0416182	8935.55694301
1987	1	1	0.025849	8976.35875843
1987	1	2	0.0306157	8998.99489575
1987	1	3	0.0306157	9000.0
1987	1	4	0.025849	8977.39075007
1987	1	5	0.025849	8935.11196035
1987	1	6	0.025849	8878.59047908
1987	1	7	0.0215524	8813.25315451
1987	1	8	0.0215524	8744.5268349
1987	1	9	0.0215524	8677.8383685
1987	1	10	0.0177102	8618.61460356
1987	1	11	0.0177102	8572.28238833
1987	1	12	0.0177102	8544.26857106
1987	1	13	0.0177102	8540.0
1987	1	14	0.0143063	8562.48124309
1987	1	15	0.0143063	8605.02774698
1987	1	16	0.0143063	8658.53267799
1987	1	17	0.0143063	8713.88920247
1987	1	18	0.0143063	8761.99048674
1987	1	19	0.0143063	8793.72969714
1987	1	20	0.0113238	8800.0
1987	1	21	0.0113238	8775.60993187
1987	1	22	0.0113238	8731.02951016
1987	1	23	0.0113238	8680.64412252
1987	1	24	0.0113238	8638.83915659
1987	1	25	0.0087448	8620.0
1987	1	26	0.0087448	8634.83990883
1987	1	27	0.0087448	8679.38361288
1987	1	28	0.0087448	8745.98371039
1987	1	29	0.0087448	8826.99279962
1987	1	30	0.0087448	8914.7634788
1987	1	31	0.0065505	9001.64834618
1987	2	1	0.0065505	9080.0
1987	2	2	0.0065505	9143.52995622
1987	2	3	0.0065505	9191.38540167
1987	2	4	0.0065505	9224.07244089
1987	2	5	0.0065505	9242.09717843
1987	2	6	0.0065505	9245.96571883
1987	2	7	0.0065505	9236.18416665
1987	2	8	0.0065505	9213.25862642
1987	2	9	0.0065505	9177.69520269
1987	2	10	0.0047208	9130.0
1987	2	11	0.0047208	9071.82103521
1987	2	12	0.0047208	9009.37397442
1987	2	13	0.0047208	8950.01639602
1987	2	14	0.0047208	8901.10587841
1987	2	15	0.0047208	8870.0
1987	2	16	0.0047208	8862.07725658
1987	2	17	0.0047208	8874.79981351
1987	2	18	0.0047208	8903.65075356
1987	2	19	0.0047208	8944.11315948
1987	2	20	0.0032344	8991.67011402
1987	2	21	0.0032344	9041.80469994
1987	2	22	0.0032344	9090.0
1987	2	23	0.0032344	9132.63225717
1987	2	24	0.0032344	9169.65035525
1987	2	25	0.0032344	9201.89633826
1987	2	26	0.0032344	9230.21225023
1987	2	27	0.0032344	9255.44013516
1987	2	28	0.0020681	9278.42203708
1987	3	1	0.0020681	9300.0
1987	3	2	0.0020681	9320.77563895
1987	3	3	0.0020681	9340.38885295
1987	3	4	0.0020681	9358.23911205
1987	3	5	0.0020681	9373.72588627
1987	3	6	0.0020681	9386.24864564
1987	3	7	0.0020681	9395.20686021
1987	3	8	0.0020681	9400.0
1987	3	9	0.0020681	9400.73749024
1987	3	10	0.0020681	9400.36857696
1987	3	11	0.0020681	9402.55246135
1987	3	12	0.0020681	9410.94834464
1987	3	13	0.0020681	9429.21542804
1987	3	14	0.0020681	9461.01291275
1987	3	15	0.0020681	9510.0
1987	3	16	0.0020681	9577.79043506
1987	3	17	0.0020681	9657.81613951
1987	3	18	0.0020681	9741.46357898
1987	3	19	0.0020681	9820.11921912
1987	3	20	0.0020681	9885.16952558
1987	3	21	0.0020681	9928.00096399
1987	3	22	0.0020681	9940.0
1987	3	23	0.0020681	9915.43903347
1987	3	24	0.0020681	9860.13420115
1987	3	25	0.0020681	9782.78757401
1987	3	26	0.0020681	9692.10122302
1987	3	27	0.0020681	9596.77721916
1987	3	28	0.0032344	9505.51763339
1987	3	29	0.0032344	9427.02453668
1987	3	30	0.0032344	9370.0
1987	3	31	0.0047208	9339.87753639
1987	4	1	0.0032344	9329.01642711
1987	4	2	0.0032344	9326.5073955
1987	4	3	0.0032344	9321.44116489
1987	4	4	0.0047208	9302.90845862
1987	4	5	0.0047208	9260.0
1987	4	6	0.0065505	9186.90031351
1987	4	7	0.0065505	9098.16912813
1987	4	8	0.0087448	9013.45997397
1987	4	9	0.0087448	8952.42638116
1987	4	10	0.0143063	8934.72187979
1987	4	11	0.0215524	8980.0
1987	4	12	0.025849	9100.94547706
1987	4	13	0.025849	9282.36786696
1987	4	14	0.025849	9502.10793083
1987	4	15	0.0358673	9738.00642983
1987	4	16	0.0620038	9967.90412509
1987	4	17	0.1071861	10169.6417778
1987	4	18	0.1542603	10321.060149
1987	4	19	0.1676372	10400.0
1987	4	20	0.1816779	10390.1018657
1987	4	21	0.1816779	10298.2053769
1987	4	22	0.1676372	10136.9499382
1987	4	23	0.2117905	9918.97495405
1987	4	24	0.3441212	9656.91982918
1987	4	25	0.6524967	9363.42396815
1987	4	26	0.7222728	9051.12677556
1987	4	27	0.5871169	8732.667656
1987	4	28	0.6192646	8420.68601407
1987	4	29	1.1411265	8127.82125436
1987	4	30	1.2908945	7866.71278147
1987	5	1	1.2908945	7650.0
1987	5	2	1.2908945	7486.71356855
1987	5	3	1.0476489	7371.44916175
1987	5	4	0.6524967	7295.19370824
1987	5	5	0.4970325	7248.93413668
1987	5	6	0.469074	7223.65737569
1987	5	7	0.4970325	7210.35035391
1987	5	8	0.469074	7200.0
1987	5	9	0.469074	7185.77670226
1987	5	10	0.4421254	7169.58468768
1987	5	11	0.391196	7155.51164294
1987	5	12	0.3441212	7147.6452547
1987	5	13	0.300776	7150.07320961
1987	5	14	0.2621814	7166.88319436
1987	5	15	0.2446756	7202.1628956
1987	5	16	0.2446756	7260.0
1987	5	17	0.2446756	7341.8879298
1987	5	18	0.2446756	7438.94304951
1987	5	19	0.2621814	7539.68745923
1987	5	20	0.2446756	7632.64325905
1987	5	21	0.2621814	7706.33254905
1987	5	22	0.2278818	7749.27742934
1987	5	23	0.2117905	7750.0
1987	5	24	0.1816779	7700.63870989
1987	5	25	0.1676372	7607.79740296
1987	5	26	0.1415372	7481.69627192
1987	5	27	0.1294575	7332.55550948
1987	5	28	0.1180107	7170.59530835
1987	5	29	0.1415372	7006.03586125
1987	5	30	0.1676372	6849.0973609
1987	5	31	0.1676372	6710.0
1987	6	1	0.1415372	6597.40942975
1987	6	2	0.1415372	6513.77313525
1987	6	3	0.1415372	6459.98406009
1987	6	4	0.1294575	6436.93514787
1987	6	5	0.1294575	6445.51934216
1987	6	6	0.1294575	6486.62958655
1987	6	7	0.1180107	6561.15882464
1987	6	8	0.1294575	6670.0
1987	6	9	0.1542603	6812.68678504
1987	6	10	0.1963924	6983.31576743
1987	6	11	0.1963924	7174.62426364
1987	6	12	0.1676372	7379.34959015
1987	6	13	0.1415372	7590.22906344
1987	6	14	0.1415372	7800.0
1987	6	15	0.1071861	8002.13647399
1987	6	16	0.1071861	8193.05959035
1987	6	17	0.1071861	8369.92721173
1987	6	18	0.300776	8529.89720074
1987	6	19	0.6192646	8670.12742004
1987	6	20	0.3671845	8787.77573225
1987	6	21	0.6192646	8880.0
1987	6	22	0.6192646	8945.08066001
1987	6	23	0.2804625	8985.78844532
1987	6	24	0.2278818	9006.01666302
1987	6	25	0.1963924	9009.65862023
1987	6	26	0.3441212	9000.60762406
1987	6	27	0.391196	8982.75698161
1987	6	28	0.300776	8960.0
1987	6	29	0.2117905	8936.00567991
1987	6	30	0.1542603	8913.54579638
1987	7	1	0.1180107	8895.16781801
1987	7	2	0.0698869	8883.41921342
1987	7	3	0.0546732	8880.84745121
1987	7	4	0.0546732	8890.0
1987	7	5	0.0478823	8912.36770375
1987	7	6	0.0416182	8945.21490782
1987	7	7	0.0358673	8984.74933296
1987	7	8	0.025849	9027.17869989
1987	7	9	0.025849	9068.71072933
1987	7	10	0.0306157	9105.55314201
1987	7	11	0.0358673	9133.91365866
1987	7	12	0.0358673	9150.0
1987	7	13	0.0306157	9150.66018991
1987	7	14	0.0306157	9135.30346483
1987	7	15	0.025849	9103.97936434
1987	7	16	0.0215524	9056.73742802
1987	7	17	0.0177102	8993.62719547
1987	7	18	0.0143063	8914.69820627
1987	7	19	0.0113238	8820.0
1987	7	20	0.0087448	8710.63244918
1987	7	21	0.0087448	8591.89675808
1987	7	22	0.0065505	8470.14446387
1987	7	23	0.0065505	8351.72710377
1987	7	24	0.0047208	8242.99621496
1987	7	25	0.0032344	8150.30333464
1987	7	26	0.0032344	8080.0
1987	7	27	0.0020681	8035.93537779
1987	7	28	0.0032344	8011.94915302
1987	7	29	0.0047208	7999.37864022
1987	7	30	0.0047208	7989.56115397
1987	7	31	0.0047208	7973.83400881
1987	8	1	0.0047208	7943.5345193
1987	8	2	0.0047208	7890.0
1987	8	3	0.0047208	7808.05264725
1987	8	4	0.0047208	7706.45418461
1987	8	5	0.0032344	7597.4512174
1987	8	6	0.0047208	7493.29035099
1987	8	7	0.025849	7406.21819069
1987	8	8	0.0620038	7348.48134187
1987	8	9	0.0873595	7332.32640986
1987	8	10	0.1071861	7370.0
1987	8	11	0.0969728	7468.4728325
1987	8	12	0.0783348	7613.61208706
1987	8	13	0.0620038	7786.00905821
1987	8	14	0.0546732	7966.25504053
1987	8	15	0.0478823	8134.94132857
1987	8	16	0.0416182	8272.65921687
1987	8	17	0.0306157	8360.0
1987	8	18	0.0306157	8384.46314954
1987	8	19	0.0306157	8361.18084518
1987	8	20	0.0306157	8312.19344363
1987	8	21	0.0306157	8259.54130163
1987	8	22	0.0358673	8225.26477587
1987	8	23	0.0416182	8231.40422309
1987	8	24	0.0478823	8300.0
1987	8	25	0.0478823	8444.49330794
1987	8	26	0.0783348	8643.92872675
1987	8	27	0.1816779	8868.7516809
1987	8	28	0.1963924	9089.40759485
1987	8	29	0.1816779	9276.34189306
1987	8	30	0.1415372	9400.0
1987	8	31	0.1180107	9440.67780938
1987	9	1	0.0873595	9418.0730919
1987	9	2	0.0698869	9361.73408751
1987	9	3	0.0698869	9301.20903618
1987	9	4	0.0546732	9266.04617785
1987	9	5	0.0478823	9285.79375247
1987	9	6	0.1963924	9390.0
1987	9	7	0.8754784	9597.232581
1987	9	8	0.469074	9882.13683849
1987	9	9	0.2804625	10208.3775361
1987	9	10	0.2117905	10539.6194374
1987	9	11	0.1816779	10839.5273061
1987	9	12	0.1542603	11071.7659057
1987	9	13	0.1542603	11200.0
1987	9	14	0.1542603	11198.8094263
1987	9	15	0.1415372	11086.4343175
1987	9	16	0.1180107	10892.0298802
1987	9	17	0.1071861	10644.7513212
1987	9	18	0.0969728	10373.753847
1987	9	19	0.1180107	10108.1926643
1987	9	20	0.1071861	9877.22297971
1987	9	21	0.0969728	9710.0
1987	9	22	0.0873595	9627.12321651
1987	9	23	0.0969728	9614.96925961
1987	9	24	0.0873595	9651.3590444
1987	9	25	0.0873595	9714.11348599
1987	9	26	0.0873595	9781.05349949
1987	9	27	0.0873595	9830.0
1987	9	28	0.0783348	9844.7046198
1987	9	29	0.0620038	9832.64185988
1987	9	30	0.0546732	9807.21693839
1987	10	1	0.0478823	9781.8350735
1987	10	2	0.0416182	9769.90148336
1987	10	3	0.0416182	9784.82138614
1987	10	4	0.0358673	9840.0
1987	10	5	0.0306157	9943.36285641
1987	10	6	0.0478823	10080.9167401
1987	10	7	0.1963924	10233.1887492
1987	10	8	0.5560389	10380.7059816
1987	10	9	1.0027791	10503.9955355
1987	10	10	0.7222728	10583.584509
1987	10	11	0.4421254	10600.0
1987	10	12	0.3219903	10540.2113015
1987	10	13	0.6192646	10416.9564858
1987	10	14	0.6524967	10249.4158201
1987	10	15	1.0937601	10056.7695714
1987	10	16	1.4524502	9858.19800711
1987	10	17	1.5089846	9672.88139424
1987	10	18	1.1897619	9520.0
1987	10	19	0.5260158	9414.01351194
1987	10	20	0.2621814	9350.49929922
1987	10	21	0.2117905	9320.31415139
1987	10	22	0.1816779	9314.314858
1987	10	23	0.1816779	9323.3582086
1987	10	24	0.1816779	9338.30099275
1987	10	25	0.1676372	9350.0
1987	10	26	0.1542603	9351.02328048
1987	10	27	0.1294575	9340.78392666
1987	10	28	0.1294575	9320.40629159
1987	10	29	0.1676372	9291.01472834
1987	10	30	0.1816779	9253.73358996
1987	10	31	0.2117905	9209.68722949
1987	11	1	0.2117905	9160.0
1987	11	2	0.1963924	9106.06246236
1987	11	3	0.1676372	9050.33000873
1987	11	4	0.1415372	8995.52423909
1987	11	5	0.1294575	8944.36675341
1987	11	6	0.1294575	8899.57915169
1987	11	7	0.0969728	8863.88303389
1987	11	8	0.0783348	8840.0
1987	11	9	0.0698869	8829.59567475
1987	11	10	0.0546732	8830.11178187
1987	11	11	0.0478823	8837.93406984
1987	11	12	0.0546732	8849.44828716
1987	11	13	0.0698869	8861.0401823
1987	11	14	0.0873595	8869.09550375
1987	11	15	0.1071861	8870.0
1987	11	16	0.1180107	8861.29827888
1987	11	17	0.1180107	8845.17038566
1987	11	18	0.1071861	8824.95522498
1987	11	19	0.1071861	8803.99170144
1987	11	20	0.0969728	8785.61871968
1987	11	21	0.0873595	8773.17518433
1987	11	22	0.0873595	8770.0
1987	11	23	0.0783348	8777.3368726
1987	11	24	0.0698869	8788.04871313
1987	11	25	0.0620038	8792.90323386
1987	11	26	0.0620038	8782.66814706
1987	11	27	0.0546732	8748.11116502
1987	11	28	0.0478823	8680.0
1987	11	29	0.0478823	8573.2475755
1987	11	30	0.0416182	8439.34765987
1987	12	1	0.0416182	8293.9392327
1987	12	2	0.0358673	8152.66127355
1987	12	3	0.0358673	8031.152762
1987	12	4	0.0306157	7945.05267762
1987	12	5	0.0306157	7910.0
1987	12	6	0.0306157	7936.21786925
1987	12	7	0.025849	8012.26606773
1987	12	8	0.025849	8121.28853834
1987	12	9	0.025849	8246.42922397
1987	12	10	0.0215524	8370.83206752
1987	12	11	0.0215524	8477.6410119
1987	12	12	0.0215524	8550.0
1987	12	13	0.0215524	8575.55307897
