Year	Month	Day	OutflowQ	OutflowDOC
1993	7	12	0.000638	6816.3644178
1993	7	13	0.0008311	6691.69122018
1993	7	14	0.0010674	6568.11698067
1993	7	15	0.0018464	6449.44940914
1993	7	16	0.0021594	6339.49621545
1993	7	17	0.002797	6242.06510945
1993	7	18	0.004504	6160.96380102
1993	7	19	0.0049487	6100.0
1993	7	20	0.0049955	6063.10692289
1993	7	21	0.0055661	6054.71981264
1993	7	22	0.007201	6079.39941886
1993	7	23	0.0119113	6141.70649111
1993	7	24	0.0144642	6246.20177899
1993	7	25	0.015309	6397.4460321
1993	7	26	0.0258555	6600.0
1993	7	27	0.1087993	6855.42336843
1993	7	28	0.1455113	7153.27156764
1993	7	29	0.1311415	7480.09896401
1993	7	30	0.1271784	7822.45992394
1993	7	31	0.166048	8166.9088138
1993	8	1	0.1803457	8500.0
1993	8	2	0.1593908	8810.54883305
1993	8	3	0.1406081	9096.4146
1993	8	4	0.2822107	9357.71757203
1993	8	5	0.2950109	9594.57802034
1993	8	6	0.2276143	9807.1162161
1993	8	7	0.1795592	9995.45243051
1993	8	8	0.1417206	10159.7069347
1993	8	9	0.1150306	10300.0
1993	8	10	0.1063069	10415.7791967
1993	8	11	0.3372287	10503.8012924
1993	8	12	0.7324669	10560.1503538
1993	8	13	0.6779845	10580.9104477
1993	8	14	0.406272	10562.1656408
1993	8	15	0.2600869	10500.0
1993	8	16	0.2158399	10396.2698404
1993	8	17	0.2377525	10275.9204713
1993	8	18	0.2404389	10169.6694503
1993	8	19	0.2006177	10108.234335
1993	8	20	0.1602141	10122.332683
1993	8	21	0.1296656	10242.6820522
1993	8	22	0.1039223	10500.0
1993	8	23	0.0871135	10910.989398
1993	8	24	0.0783021	11436.2943727
1993	8	25	0.0684228	12022.5443648
1993	8	26	0.0606447	12616.3688145
1993	8	27	0.0519967	13164.3971625
1993	8	28	0.0448288	13613.2588491
1993	8	29	0.0414819	13909.5833148
1993	8	30	0.0409239	14000.0
1993	8	31	0.0395272	13850.4258906
1993	9	1	0.036449	13503.9281539
1993	9	2	0.0349325	13022.8615023
1993	9	3	0.0349854	12469.5806485
1993	9	4	0.0331199	11906.4403052
1993	9	5	0.0306027	11395.7951848
1993	9	6	0.0278356	11000.0
1993	9	7	0.0252929	10764.8408693
1993	9	8	0.0226247	10669.8295351
1993	9	9	0.0199773	10677.9091455
1993	9	10	0.0177418	10752.022849
1993	9	11	0.0159421	10855.1137937
1993	9	12	0.0147223	10950.125128
1993	9	13	0.0143211	11000.0
1993	9	14	0.0132146	10977.674189
1993	9	15	0.0116257	10896.0539974
1993	9	16	0.0104293	10778.0383587
1993	9	17	0.0094373	10646.5262062
1993	9	18	0.008658	10524.4164733
1993	9	19	0.0079848	10434.6080935
1993	9	20	0.0072942	10400.0
1993	9	21	0.0129766	10436.389748
1993	9	22	0.0306534	10531.169379
1993	9	23	0.0403585	10664.6295564
1993	9	24	0.0428042	10817.0609435
1993	9	25	0.0415705	10968.7542036
1993	9	26	0.0475692	11100.0
1993	9	27	0.0498102	11195.7811029
1993	9	28	0.0456874	11259.8487106
1993	9	29	0.0426197	11300.6461281
1993	9	30	0.0390394	11326.6166607
1993	10	1	0.0362324	11346.2036134
1993	10	2	0.032987	11367.8502915
1993	10	3	0.0327471	11400.0
1993	10	4	0.0380809	11448.0716235
1993	10	5	0.0479378	11505.3863637
1993	10	6	0.06118	11562.2410018
1993	10	7	0.3918059	11608.9323189
1993	10	8	0.4877421	11635.7570961
1993	10	9	0.3370982	11633.0121146
1993	10	10	0.2911527	11590.9941556
1993	10	11	0.2901172	11500.0
1993	10	12	0.2603532	11355.9339013
1993	10	13	0.2328654	11177.1300019
1993	10	14	0.1972287	10987.5299161
1993	10	15	0.1634515	10811.0752585
1993	10	16	0.1392682	10671.7076436
1993	10	17	0.1147013	10593.3686859
1993	10	18	0.0956139	10600.0
1993	10	19	0.0809225	10706.6898988
1993	10	20	0.0717112	10893.1134891
1993	10	21	0.0740307	11130.0925764
1993	10	22	0.0754212	11388.4489657
1993	10	23	0.0707887	11639.0044626
1993	10	24	0.064295	11852.5808723
1993	10	25	0.0580709	12000.0
1993	10	26	0.0530455	12061.9853505
1993	10	27	0.0523938	12058.8672257
1993	10	28	0.0514684	12020.8776269
1993	10	29	0.0485988	11978.2485555
1993	10	30	0.0446307	11961.2120128
1993	10	31	0.0403768	12000.0
1993	11	1	0.0361338	12116.4652449
1993	11	2	0.0319379	12298.9433806
1993	11	3	0.0283007	12527.3907664
1993	11	4	0.0256864	12781.7637618
1993	11	5	0.0232641	13042.0187262
1993	11	6	0.0218165	13288.1120192
1993	11	7	0.0205444	13500.0
1993	11	8	0.0189673	13662.4076302
1993	11	9	0.0183435	13779.1342796
1993	11	10	0.0196766	13858.74792
1993	11	11	0.0312642	13909.8165231
1993	11	12	0.0493276	13940.9080609
1993	11	13	0.0588936	13960.5905051
1993	11	14	0.0671689	13977.4318275
1993	11	15	0.0647505	14000.0
1993	11	16	0.0577859	14033.8366427
1993	11	17	0.0518507	14072.3779687
1993	11	18	0.04672	14106.0338395
1993	11	19	0.0418591	14125.2141166
1993	11	20	0.0377131	14120.3286614
1993	11	21	0.0348746	14081.7873354
1993	11	22	0.032681	14000.0
1993	11	23	0.033114	13867.9682696
1993	11	24	0.0401691	13689.0607702
1993	11	25	0.0392189	13469.2378808
1993	11	26	0.0356355	13214.4599801
1993	11	27	0.0327174	12930.6874471
1993	11	28	0.0298858	12623.8806608
1993	11	29	0.0275443	12300.0
1993	11	30	0.0265726	11966.3019406
1993	12	1	0.0273082	11635.2273468
1993	12	2	0.0329077	11320.5131797
1993	12	3	0.0328251	11035.8964003
1993	12	4	0.0324991	10795.1139698
1993	12	5	0.0309428	10611.9028494
1993	12	6	0.028219	10500.0
1993	12	7	0.0332626	10467.6986034
1993	12	8	0.0408723	10501.5167229
1993	12	9	0.0403442	10582.5286425
1993	12	10	0.0379712	10691.808646
1993	12	11	0.0360794	10810.4310176
1993	12	12	0.0331983	10919.4700409
1993	12	13	0.0305396	11000.0
1993	12	14	0.0277941	11038.41385
1993	12	15	0.028252	11042.3792311
1993	12	16	0.0306995	11024.8824546
1993	12	17	0.029201	10998.9098318
1993	12	18	0.0264932	10977.4476743
1993	12	19	0.0274995	10973.4822932
1993	12	20	0.035235	11000.0
1993	12	21	0.0401628	11065.2349178
1993	12	22	0.0416182	11158.4124169
1993	12	23	0.040664	11264.0056792
1993	12	24	0.0433387	11366.4878867
1993	12	25	0.0453031	11450.3322213
1993	12	26	0.0422192	11500.0118651
1993	12	27	0.0386025	11500.0
1993	12	28	0.0351688	11441.17126
1993	12	29	0.0342324	11340.0060867
1993	12	30	0.0362059	11219.3863738
1993	12	31	0.0337008	11102.1940151
1994	1	1	0.0306157	11011.3109041
1994	1	2	0.0306157	10969.6189345
1994	1	3	0.025849	11000.0
1994	1	4	0.025849	11116.7272726
1994	1	5	0.025849	11299.6390381
1994	1	6	0.0306157	11519.9648604
1994	1	7	0.0306157	11748.9343037
1994	1	8	0.0306157	11957.776932
1994	1	9	0.025849	12117.7223094
1994	1	10	0.025849	12200.0
1994	1	11	0.025849	12185.2141101
1994	1	12	0.025849	12091.4669154
1994	1	13	0.0306157	11946.2352339
1994	1	14	0.025849	11776.9958837
1994	1	15	0.025849	11611.2256826
1994	1	16	0.025849	11476.4014487
1994	1	17	0.0215524	11400.0
1994	1	18	0.0215524	11401.3084152
1994	1	19	0.025849	11466.8548162
1994	1	20	0.0215524	11574.9775857
1994	1	21	0.0215524	11704.0151062
1994	1	22	0.0215524	11832.3057603
1994	1	23	0.0215524	11938.1879307
1994	1	24	0.0215524	12000.0
1994	1	25	0.0215524	12002.5551444
1994	1	26	0.0215524	11956.5657146
1994	1	27	0.0215524	11879.2188548
1994	1	28	0.0215524	11787.7017092
1994	1	29	0.0215524	11699.201422
1994	1	30	0.0215524	11630.9051376
1994	1	31	0.0215524	11600.0
1994	2	1	0.0215524	11618.5001616
1994	2	2	0.025849	11677.7278063
1994	2	3	0.0215524	11763.8321263
1994	2	4	0.0215524	11862.9623136
1994	2	5	0.0215524	11961.2675603
1994	2	6	0.0215524	12044.8970584
1994	2	7	0.0215524	12100.0
1994	2	8	0.0177102	12116.73867
1994	2	9	0.0177102	12101.3277249
1994	2	10	0.0215524	12063.994914
1994	2	11	0.0215524	12014.9679867
1994	2	12	0.0177102	11964.4746924
1994	2	13	0.0177102	11922.7427804
1994	2	14	0.0177102	11900.0
1994	2	15	0.0177102	11903.1748961
1994	2	16	0.0177102	11925.999195
1994	2	17	0.0143063	11958.9054188
1994	2	18	0.0143063	11992.3260893
1994	2	19	0.0143063	12016.6937284
1994	2	20	0.0143063	12022.440858
1994	2	21	0.0143063	12000.0
1994	2	22	0.0143063	11942.8702118
1994	2	23	0.0143063	11856.8166926
1994	2	24	0.0113238	11750.6711771
1994	2	25	0.0113238	11633.2654001
1994	2	26	0.0113238	11513.4310961
1994	2	27	0.0113238	11400.0
1994	2	28	0.0113238	11300.4701064
1994	3	1	0.0113238	11217.0044501
1994	3	2	0.0113238	11150.4323257
1994	3	3	0.0143063	11101.5830281
1994	3	4	0.0143063	11071.285852
1994	3	5	0.0143063	11060.3700922
1994	3	6	0.0177102	11069.6650432
1994	3	7	0.0177102	11100.0
1994	3	8	0.0143063	11151.4138035
1994	3	9	0.0143063	11220.7834801
1994	3	10	0.0143063	11304.1956023
1994	3	11	0.0143063	11397.7367428
1994	3	12	0.0143063	11497.4934742
1994	3	13	0.0143063	11599.5523691
1994	3	14	0.0177102	11700.0
1994	3	15	0.0177102	11794.5941457
1994	3	16	0.0143063	11877.7774094
1994	3	17	0.0143063	11943.6636002
1994	3	18	0.0143063	11986.3665273
1994	3	19	0.0143063	12000.0
1994	3	20	0.0143063	11981.0874923
1994	3	21	0.0143063	11935.7911377
1994	3	22	0.0143063	11872.6827345
1994	3	23	0.0143063	11800.3340811
1994	3	24	0.0143063	11727.3169756
1994	3	25	0.0143063	11662.2032164
1994	3	26	0.0143063	11613.5646019
1994	3	27	0.0143063	11589.9729303
1994	3	28	0.0143063	11600.0
1994	3	29	0.0177102	11649.5765787
1994	3	30	0.0177102	11734.0693125
1994	3	31	0.0306157	11846.2038168
1994	4	1	0.1294575	11978.705707
1994	4	2	0.2621814	12124.3005988
1994	4	3	0.300776	12275.7141074
1994	4	4	0.2621814	12425.6718484
1994	4	5	0.2278818	12566.8994373
1994	4	6	0.1816779	12692.1224896
1994	4	7	0.1415372	12794.0666207
1994	4	8	0.1180107	12865.457446
1994	4	9	0.1071861	12899.0205812
1994	4	10	0.0873595	12887.4816416
1994	4	11	0.0783348	12823.5662427
1994	4	12	0.0873595	12700.0
1994	4	13	0.0969728	12514.0165046
1994	4	14	0.1180107	12280.8812498
1994	4	15	0.1294575	12020.3677046
1994	4	16	0.1415372	11752.2493381
1994	4	17	0.1676372	11496.2996192
1994	4	18	0.1816779	11272.2920168
1994	4	19	0.1542603	11100.0
1994	4	20	0.1415372	10991.5137532
1994	4	21	0.1542603	10928.1903228
1994	4	22	0.1816779	10883.7034704
1994	4	23	0.2117905	10831.726958
1994	4	24	0.2804625	10745.9345473
1994	4	25	0.4970325	10600.0
1994	4	26	0.7588462	10374.9350537
1994	4	27	0.7965619	10081.1033486
1994	4	28	0.7222728	9736.20650074
1994	4	29	1.0476489	9357.94612598
1994	4	30	1.1897619	8964.0238403
1994	5	1	1.0027791	8572.14125965
1994	5	2	0.6868279	8200.0
1994	5	3	0.5560388	7863.74277376
1994	5	4	0.6192646	7573.27667925
1994	5	5	0.6868279	7336.94991125
1994	5	6	0.6524967	7163.11066454
1994	5	7	0.6192646	7060.10713391
1994	5	8	0.6524967	7036.28751413
1994	5	9	0.7222728	7100.0
1994	5	10	0.6524967	7252.70413795
1994	5	11	0.7222728	7468.30488107
1994	5	12	0.7222728	7713.81853409
1994	5	13	0.6192646	7956.26140176
1994	5	14	0.5260156	8162.64978882
1994	5	15	0.391196	8300.0
1994	5	16	0.2804625	8344.1978673
1994	5	17	0.2117905	8306.60733173
1994	5	18	0.1816779	8207.46186155
1994	5	19	0.1676372	8066.99492503
1994	5	20	0.1542603	7905.43999042
1994	5	21	0.1294575	7743.03052599
1994	5	22	0.1180107	7600.0
1994	5	23	0.0969728	7492.67223661
1994	5	24	0.0873595	7421.73248355
1994	5	25	0.0698869	7383.95634444
1994	5	26	0.0620038	7376.11942291
1994	5	27	0.0546732	7394.99732257
1994	5	28	0.0478823	7437.36564706
1994	5	29	0.0358673	7500.0
1994	5	30	0.0306157	7578.80933602
1994	5	31	0.0306157	7666.23601379
1994	6	1	0.0215524	7753.85574302
1994	6	2	0.0215524	7833.24423338
1994	6	3	0.0177102	7895.97719457
1994	6	4	0.0143063	7933.63033628
1994	6	5	0.0143063	7937.77936819
1994	6	6	0.0143063	7900.0
1994	6	7	0.0113238	7815.18316803
1994	6	8	0.0087448	7691.48071517
1994	6	9	0.0087448	7540.35971093
1994	6	10	0.0065505	7373.28722485
1994	6	11	0.0047208	7201.73032644
1994	6	12	0.0047208	7037.15608523
1994	6	13	0.0032344	6891.03157074
1994	6	14	0.0032344	6774.82385249
1994	6	15	0.0020681	6700.0
1994	6	16	0.0020681	6674.44319354
1994	6	17	0.0011963	6691.70105634
1994	6	18	0.0020681	6741.73732237
1994	6	19	0.0047208	6814.5157256
1994	6	20	0.0032344	6900.0
1994	6	21	0.0047208	6988.66768104
1994	6	22	0.0065505	7073.05151016
1994	6	23	0.0047208	7146.19803033
1994	6	24	0.0047208	7201.15378448
1994	6	25	0.0032344	7230.96531558
1994	6	26	0.0032344	7228.67916656
1994	6	27	0.0032344	7187.34188039
1994	6	28	0.0032344	7100.0
1994	6	29	0.0047208	6965.06126285
1994	6	30	0.0143063	6802.37818435
1994	7	1	0.0177102	6637.16447444
1994	7	2	0.0143063	6494.63384301
1994	7	3	0.0143063	6400.0
1994	7	4	0.0113238	6371.65466542
1994	7	5	0.0087448	6400.70159969
1994	7	6	0.0065505	6471.42257332
1994	7	7	0.0047208	6568.09935683
1994	7	8	0.0032344	6675.01372073
1994	7	9	0.0020681	6776.44743555
1994	7	10	0.0011963	6856.6822718
1994	7	11	0.0011963	6900.0
1994	7	12	0.0005907	6895.49517843
1994	7	13	0.0005907	6851.51351645
1994	7	14	0.0002185	6781.21351119
1994	7	15	0.0002185	6697.75365979
1994	7	16	0.0002185	6614.29245937
1994	7	17	0.0002185	6543.98840706
1994	7	18	3.99e-05	6500.0
1994	7	19	3.99e-05	6491.59584325
1994	7	20	3.99e-05	6512.48497365
1994	7	21	3.99e-05	6552.48653598
1994	7	22	3.99e-05	6601.419675
1994	7	23	3.99e-05	6649.1035355
1994	7	24	0.0	6685.35726224
1994	7	25	0.0	6700.0
1994	7	26	0.0	6685.75993253
1994	7	27	0.0	6647.00139943
1994	7	28	0.0	6590.99777929
1994	7	29	0.0	6525.0224507
1994	7	30	0.0	6456.34879223
1994	7	31	0.0	6392.25018247
1994	8	1	0.0	6340.0
1994	8	2	0.0	6305.07551224
1994	8	3	0.0	6285.76954193
1994	8	4	0.0	6278.57880066
1994	8	5	0.0	6280.0
1994	8	6	0.0	6287.03270627
1994	8	7	0.0	6298.68790466
1994	8	8	0.0	6314.47943511
1994	8	9	0.0	6333.92113755
1994	8	10	0.0	6356.5268519
1994	8	11	0.0	6381.81041811
1994	8	12	0.0	6409.28567609
1994	8	13	0.0005907	6438.46646578
1994	8	14	0.0065505	6468.86662711
1994	8	15	0.0215524	6500.0
1994	8	16	0.025849	6534.27406922
1994	8	17	0.0306157	6585.67089887
1994	8	18	0.0306157	6671.06619784
1994	8	19	0.0416182	6807.33567508
1994	8	20	0.1294575	7011.35503949
1994	8	21	0.3441212	7300.0
1994	8	22	0.300776	7681.96086913
1994	8	23	0.2117905	8133.18637382
1994	8	24	0.1676372	8621.43984463
1994	8	25	0.1294575	9114.48461211
1994	8	26	0.2117905	9580.08400679
1994	8	27	0.7965619	9986.00135924
1994	8	28	0.5560388	10300.0
1994	8	29	0.3441212	10499.1508472
1994	8	30	0.2278818	10597.7551691
1994	8	31	0.1676372	10619.4218217
1994	9	1	0.1294575	10587.7596607
1994	9	2	0.0969728	10526.3775422
1994	9	3	0.0783348	10458.884322
1994	9	4	0.0620038	10408.888856
1994	9	5	0.0546732	10400.0
1994	9	6	0.0478823	10450.2762392
1994	9	7	0.0546732	10555.5745759
1994	9	8	0.0620038	10706.2016413
1994	9	9	0.0969728	10892.4640669
1994	9	10	0.3671845	11104.6684842
1994	9	11	0.3671845	11333.1215245
1994	9	12	0.2804625	11568.1298193
1994	9	13	0.2117905	11800.0
1994	9	14	0.1676372	12017.6546077
1994	9	15	0.1415372	12204.4798221
1994	9	16	0.2446756	12342.4777327
1994	9	17	0.2804625	12413.6504288
1994	9	18	0.2278818	12400.0
1994	9	19	0.1816779	12290.6038973
1994	9	20	0.1415372	12102.8410188
1994	9	21	0.1180107	11861.1656242
1994	9	22	0.0969728	11590.0319733
1994	9	23	0.0783348	11313.8943256
1994	9	24	0.0620038	11057.206941
1994	9	25	0.0546732	10844.4240793
1994	9	26	0.0416182	10700.0
1994	9	27	0.0416182	10641.6701452
1994	9	28	0.0306157	10660.2946857
1994	9	29	0.0306157	10740.0149745
1994	9	30	0.025849	10864.9723647
1994	10	1	0.025849	11019.3082093
1994	10	2	0.0215524	11187.1638613
1994	10	3	0.0215524	11352.6806739
1994	10	4	0.0177102	11500.0
1994	10	5	0.0177102	11616.4405792
1994	10	6	0.0143063	11702.0306972
1994	10	7	0.0143063	11759.9760261
1994	10	8	0.0143063	11793.482238
1994	10	9	0.0143063	11805.7550053
1994	10	10	0.0143063	11800.0
1994	10	11	0.0143063	11779.2478146
1994	10	12	0.0113238	11745.8287228
1994	10	13	0.0113238	11701.8979186
1994	10	14	0.0113238	11649.6105959
1994	10	15	0.0113238	11591.1219487
1994	10	16	0.0087448	11528.587171
1994	10	17	0.0087448	11464.1614568
1994	10	18	0.0087448	11400.0
1994	10	19	0.0087448	11338.4349471
1994	10	20	0.0065505	11282.5062544
1994	10	21	0.0065505	11235.4308306
1994	10	22	0.0087448	11200.4255845
1994	10	23	0.0113238	11180.7074249
1994	10	24	0.0358673	11179.4932605
1994	10	25	0.0873595	11200.0
1994	10	26	0.1180107	11243.3397335
1994	10	27	0.1294575	11302.2052762
1994	10	28	0.1294575	11367.1846243
1994	10	29	0.1180107	11428.8657744
1994	10	30	0.1071861	11477.8367227
1994	10	31	0.1071861	11504.6854658
1994	11	1	0.1180107	11500.0
1994	11	2	0.1071861	11458.6155596
1994	11	3	0.0873595	11392.3563304
1994	11	4	0.0783348	11317.2937361
1994	11	5	0.0698869	11249.4992005
1994	11	6	0.0620038	11205.0441472
1994	11	7	0.0620038	11200.0
1994	11	8	0.0698869	11245.1373198
1994	11	9	0.0873595	11330.0232165
1994	11	10	0.0969728	11438.9239371
1994	11	11	0.1071861	11556.1057287
1994	11	12	0.0969728	11665.8348383
1994	11	13	0.0873595	11752.3775131
1994	11	14	0.0873595	11800.0
1994	11	15	0.0783348	11797.8608001
1994	11	16	0.0698869	11754.68743
1994	11	17	0.0620038	11684.0996605
1994	11	18	0.0546732	11599.7172621
1994	11	19	0.0478823	11515.1600055
1994	11	20	0.0478823	11444.0476612
1994	11	21	0.0416182	11400.0
1994	11	22	0.0358673	11392.1609613
1994	11	23	0.0358673	11411.7711599
1994	11	24	0.0478823	11445.5953794
1994	11	25	0.0620038	11480.3984035
1994	11	26	0.0620038	11502.9450158
1994	11	27	0.0620038	11500.0
1994	11	28	0.0546732	11462.8358332
1994	11	29	0.0546732	11400.7557666
1994	11	30	0.0478823	11327.5707448
1994	12	1	0.0416182	11257.0917126
1994	12	2	0.0416182	11203.1296146
1994	12	3	0.0358673	11179.4953955
1994	12	4	0.0358673	11200.0
1994	12	5	0.0306157	11274.3325996
1994	12	6	0.0358673	11395.6952733
1994	12	7	0.0358673	11553.168327
1994	12	8	0.0416182	11735.8320665
1994	12	9	0.0478823	11932.7667977
1994	12	10	0.0478823	12133.0528265
1994	12	11	0.0478823	12325.7704586
1994	12	12	0.0416182	12500.0
1994	12	13	0.0416182	12645.7410395
1994	12	14	0.0358673	12756.6702977
1994	12	15	0.0306157	12827.3837785
1994	12	16	0.0306157	12852.4774854
1994	12	17	0.0306157	12826.5474221
1994	12	18	0.0306157	12744.1895925
1994	12	19	0.0306157	12600.0
1994	12	20	0.0306157	12393.5120308
1994	12	21	0.0306157	12144.0086002
1994	12	22	0.025849	11875.710006
1994	12	23	0.025849	11612.8365458
1994	12	24	0.025849	11379.6085174
1994	12	25	0.025849	11200.2462185
1994	12	26	0.025849	11098.9699468
1994	12	27	0.025849	11100.0
1994	12	28	0.025849	11217.320797
1994	12	29	0.025849	11423.9732418
1994	12	30	0.0215524	11682.7623594
1994	12	31	0.0215524	11956.4931749
1995	1	1	0.0386121	12207.9707134
1995	1	2	0.0360991	12400.0
1995	1	3	0.0329794	12504.5543512
1995	1	4	0.0299423	12530.2802489
1995	1	5	0.0272728	12494.9924663
1995	1	6	0.0261723	12416.5057769
1995	1	7	0.0246928	12312.6349538
1995	1	8	0.023103	12201.1947704
1995	1	9	0.0221011	12100.0
1995	1	10	0.022828	12023.598692
1995	1	11	0.0213661	11973.4720004
1995	1	12	0.0201377	11947.8343552
1995	1	13	0.0188752	11944.9001867
1995	1	14	0.0183291	11962.8839249
1995	1	15	0.0172441	12000.0
1995	1	16	0.0165972	12053.0905776
1995	1	17	0.0190382	12113.5087654
1995	1	18	0.0255929	12171.2354066
1995	1	19	0.0396973	12216.2513447
1995	1	20	0.0434912	12238.5374227
1995	1	21	0.0523574	12228.074484
1995	1	22	0.0583411	12174.8433718
1995	1	23	0.0637761	12068.8249294
1995	1	24	0.0559047	11900.0
1995	1	25	0.0491456	11668.8496224
1995	1	26	0.0437103	11417.855617
1995	1	27	0.0391955	11200.0
1995	1	28	0.0354498	11057.0541431
1995	1	29	0.0322653	10985.9468419
1995	1	30	0.0296449	10972.3962475
1995	1	31	0.0293101	11002.1205114
1995	2	1	0.0342098	11060.8377848
1995	2	2	0.0316509	11134.2662191
1995	2	3	0.0287596	11208.1239655
1995	2	4	0.0272848	11268.1291753
1995	2	5	0.0251138	11300.0
1995	2	6	0.0236837	11293.5008664
1995	2	7	0.0230095	11254.5813038
1995	2	8	0.0218642	11193.2371173
1995	2	9	0.0209971	11119.4641118
1995	2	10	0.0194656	11043.2580924
1995	2	11	0.0186257	10974.6148639
1995	2	12	0.0177102	10923.5302315
1995	2	13	0.0177102	10900.0
1995	2	14	0.0177102	10910.3859826
1995	2	15	0.0177102	10946.5140246
1995	2	16	0.0177102	10996.5759797
1995	2	17	0.0177102	11048.7637012
1995	2	18	0.0177102	11091.2690428
1995	2	19	0.0177102	11112.2838579
1995	2	20	0.0177102	11100.0
1995	2	21	0.0177102	11047.2027988
1995	2	22	0.0143063	10965.0514882
1995	2	23	0.0143063	10869.2987782
1995	2	24	0.0143063	10775.6973788
1995	2	25	0.0143063	10700.0
1995	2	26	0.0143063	10654.7679275
1995	2	27	0.0143063	10639.7967493
1995	2	28	0.0143063	10651.6906291
1995	3	1	0.0143063	10687.0537304
1995	3	2	0.0143063	10742.4902169
1995	3	3	0.0143063	10814.6042522
1995	3	4	0.0143063	10900.0
1995	3	5	0.0143063	10994.7439915
1995	3	6	0.0143063	11092.752228
1995	3	7	0.0143063	11187.4030785
1995	3	8	0.0143063	11272.074912
1995	3	9	0.0143063	11340.1460975
1995	3	10	0.0143063	11384.9950038
1995	3	11	0.0143063	11400.0
1995	3	12	0.0143063	11381.146451
1995	3	13	0.0143063	11334.8477061
1995	3	14	0.0143063	11270.1241103
1995	3	15	0.0143063	11195.9960089
1995	3	16	0.0177102	11121.4837472
1995	3	17	0.0177102	11055.6076702
1995	3	18	0.0177102	11007.3881232
1995	3	19	0.0177102	10985.8454514
1995	3	20	0.0177102	11000.0
1995	3	21	0.0177102	11053.8965691
1995	3	22	0.0177102	11131.6777788
1995	3	23	0.0177102	11212.5107038
1995	3	24	0.0177102	11275.5624193
1995	3	25	0.0177102	11300.0
1995	3	26	0.0177102	11270.5531142
1995	3	27	0.0177102	11194.2018029
1995	3	28	0.0177102	11083.4887006
1995	3	29	0.0215524	10950.9564417
1995	3	30	0.0215524	10809.1476604
1995	3	31	0.0215524	10670.6049913
1995	4	1	0.0215524	10547.8710686
1995	4	2	0.0215524	10453.4885267
1995	4	3	0.0215524	10400.0
1995	4	4	0.0215524	10396.5313408
1995	4	5	0.025849	10438.5412726
1995	4	6	0.025849	10518.071737
1995	4	7	0.025849	10627.1646755
1995	4	8	0.025849	10757.8620295
1995	4	9	0.0306157	10902.2057406
1995	4	10	0.0350035	11052.2377503
1995	4	11	0.0346509	11200.0
1995	4	12	0.0416182	11337.5656477
1995	4	13	0.0546732	11457.1327166
1995	4	14	0.0620038	11550.9304466
1995	4	15	0.0783348	11611.1880773
1995	4	16	0.0873595	11630.1348485
1995	4	17	0.1071861	11600.0
1995	4	18	0.0969728	11517.3955755
1995	4	19	0.0873595	11396.4648352
1995	4	20	0.0783348	11255.7338433
1995	4	21	0.0698869	11113.728664
1995	4	22	0.0620038	10988.9753615
1995	4	23	0.0969728	10900.0
1995	4	24	0.1415372	10859.0652286
1995	4	25	0.1816779	10853.3800353
1995	4	26	0.2446756	10863.8899932
1995	4	27	0.2117905	10871.5406752
1995	4	28	0.1963924	10857.2776542
1995	4	29	0.1676372	10802.0465033
1995	4	30	0.1542603	10686.7927953
1995	5	1	0.1294575	10492.4621032
1995	5	2	0.1886902	10200.0
1995	5	3	0.507822	9799.66834464
1995	5	4	1.0043617	9318.9941402
1995	5	5	1.1026516	8794.82067577
1995	5	6	1.0767922	8263.99124044
1995	5	7	1.0150896	7763.34912331
1995	5	8	0.8706311	7329.73761346
1995	5	9	0.6846184	7000.0
1995	5	10	0.573632	6800.4981082
1995	5	11	0.4498153	6715.66790808
1995	5	12	0.3640876	6719.46390585
1995	5	13	0.289712	6785.84060773
1995	5	14	0.2772747	6888.7525199
1995	5	15	0.2488477	7002.15414859
1995	5	16	0.2155978	7100.0
1995	5	17	0.2143525	7162.47916425
1995	5	18	0.2560996	7194.71906712
1995	5	19	0.2791347	7208.08171831
1995	5	20	0.2893109	7213.92912749
1995	5	21	0.3607345	7223.62330438
1995	5	22	0.3956505	7248.52625865
1995	5	23	0.3925064	7300.0
1995	5	24	0.3451471	7385.82884393
1995	5	25	0.4419329	7499.48632914
1995	5	26	0.5144073	7630.86830014
1995	5	27	0.4519117	7769.87060145
1995	5	28	0.4962413	7906.38907758
1995	5	29	0.7702749	8030.31957304
1995	5	30	0.8145142	8131.55793234
1995	5	31	0.5686509	8200.0
1995	6	1	0.9055852	8230.36865635
1995	6	2	1.2624964	8236.69492504
1995	6	3	0.8915008	8237.83686556
1995	6	4	0.3954459	8252.65253739
1995	6	5	0.2428642	8300.0
1995	6	6	0.1770235	8393.07386976
1995	6	7	0.1529294	8522.41499057
1995	6	8	0.2612749	8672.90076321
1995	6	9	0.591091	8829.40858848
1995	6	10	0.3707156	8976.81586714
1995	6	11	0.2890364	9100.0
1995	6	12	0.319281	9187.16118489
1995	6	13	0.2476906	9239.79080786
1995	6	14	0.210187	9262.70305204
1995	6	15	0.2517618	9260.71210054
1995	6	16	0.2444566	9238.63213647
1995	6	17	0.2038548	9201.27734294
1995	6	18	0.1865285	9153.46190308
1995	6	19	0.198688	9100.0
1995	6	20	0.1785713	9044.99350002
1995	6	21	0.1464834	8989.69500233
1995	6	22	0.1165754	8934.64478932
1995	6	23	0.0928525	8880.38314339
1995	6	24	0.074241	8827.45034692
1995	6	25	0.0596857	8776.38668232
1995	6	26	0.0461639	8727.73243198
