,TG
1971-03-11 18:00:00,-3.0149327042659593
1971-03-12 18:00:00,1.361670750596602
1971-03-13 18:00:00,3.6413282699973024
1971-03-14 18:00:00,2.8631730598227136
1971-03-15 18:00:00,2.7916224448321145
1971-03-16 18:00:00,2.3616685270471294
1971-03-17 18:00:00,1.1786437646344439
1971-03-18 18:00:00,1.1958287468938238
1971-03-19 18:00:00,2.7320814826908304
1971-03-20 18:00:00,3.2812025415985318
1971-03-21 18:00:00,0.47150966585763854
1971-03-22 18:00:00,0.010675087503670966
1971-03-23 18:00:00,0.25283648576055384
1971-03-24 18:00:00,3.942175301658665
1971-03-25 18:00:00,3.413411552711125
1971-03-26 18:00:00,1.8104442297951095
1971-03-27 18:00:00,0.7164636854449782
1971-03-28 18:00:00,0.36971989359790314
1971-03-29 18:00:00,2.065059352554897
1971-03-30 18:00:00,1.6274181816660303
1971-03-31 18:00:00,1.5577492742168602
1971-04-01 18:00:00,1.9123598368083208
1971-04-02 18:00:00,3.8145919517255606
1971-04-03 18:00:00,4.953414416612077
1971-04-04 18:00:00,5.4541498566489395
1971-04-05 18:00:00,4.319867944576686
1971-04-06 18:00:00,4.704330132214068
1971-04-07 18:00:00,4.876951941555774
1971-04-08 18:00:00,4.246349443243446
1971-04-09 18:00:00,4.131544254359767
1971-04-10 18:00:00,4.173116943817206
1971-04-11 18:00:00,4.305568645396704
1971-04-12 18:00:00,6.47788491660981
1971-04-13 18:00:00,6.177684424301162
1971-04-14 18:00:00,4.621329257113018
1971-04-15 18:00:00,5.0906278040286
1971-04-16 18:00:00,3.611287957290358
1971-04-17 18:00:00,3.3619018295031537
1971-04-18 18:00:00,4.888896897077927
1971-04-19 18:00:00,5.109310998209708
1971-04-20 18:00:00,5.002213653577542
1971-04-21 18:00:00,5.857706410739354
1971-04-22 18:00:00,7.143300664432047
1971-04-23 18:00:00,8.362109267336223
1971-04-24 18:00:00,5.281919697892761
1971-04-25 18:00:00,2.392178881816733
1971-04-26 18:00:00,1.2387476407693043
1971-04-27 18:00:00,2.2661881869231593
1971-04-28 18:00:00,2.265235141985386
1971-04-29 18:00:00,3.05489974111174
1971-04-30 18:00:00,3.0415918387400893
1971-05-01 18:00:00,3.748491703676109
1971-05-02 18:00:00,5.220350077812498
1971-05-03 18:00:00,6.350635315470981
1971-05-04 18:00:00,7.458016740687128
1971-05-05 18:00:00,8.008844360197486
1971-05-06 18:00:00,9.268911914582304
1971-05-07 18:00:00,11.256224999697224
1971-05-08 18:00:00,10.809294697274652
1971-05-09 18:00:00,10.115923945986822
1971-05-10 18:00:00,9.418257221772933
1971-05-11 18:00:00,10.005913028701514
1971-05-12 18:00:00,9.459478923910297
1971-05-13 18:00:00,9.542968177435853
1971-05-14 18:00:00,10.372135967357679
1971-05-15 18:00:00,9.899066167595322
1971-05-16 18:00:00,8.31874476362799
1971-05-17 18:00:00,8.809623164683615
1971-05-18 18:00:00,8.86140863274619
1971-05-19 18:00:00,8.21726662917905
1971-05-20 18:00:00,7.64397938125262
1971-05-21 18:00:00,9.197458105214025
1971-05-22 18:00:00,10.594769038409027
1971-05-23 18:00:00,10.497452826885649
1971-05-24 18:00:00,9.89778594514388
1971-05-25 18:00:00,8.772657072019854
1971-05-26 18:00:00,8.18799399446624
1971-05-27 18:00:00,9.45640126297917
1971-05-28 18:00:00,12.402906027262134
1971-05-29 18:00:00,10.704027070073664
1971-05-30 18:00:00,11.442968246567204
1971-05-31 18:00:00,13.312616707874383
1971-06-01 18:00:00,12.613855071716046
1971-06-02 18:00:00,13.195852500927003
1971-06-03 18:00:00,14.589355083644534
1971-06-04 18:00:00,13.587924649882723
1971-06-05 18:00:00,14.797967516648896
1971-06-06 18:00:00,14.727804503263883
1971-06-07 18:00:00,11.478590398495612
1971-06-08 18:00:00,10.968376289120783
1971-06-09 18:00:00,11.116697147985349
1971-06-10 18:00:00,11.047043735274258
1971-06-11 18:00:00,14.582385675041053
1971-06-12 18:00:00,13.461731987943722
1971-06-13 18:00:00,10.046265482686465
1971-06-14 18:00:00,8.474507115585652
1971-06-15 18:00:00,7.9169297517929635
1971-06-16 18:00:00,7.980417561986258
1971-06-17 18:00:00,7.588760313052489
1971-06-18 18:00:00,7.69533248017666
1971-06-19 18:00:00,9.355465913321211
1971-06-20 18:00:00,9.809712493737493
1971-06-21 18:00:00,10.083704090822096
1971-06-22 18:00:00,11.263817285704079
1971-06-23 18:00:00,10.782391402903443
1971-06-24 18:00:00,10.31998121330156
1971-06-25 18:00:00,12.189293763544185
1971-06-26 18:00:00,12.414070786483364
1971-06-27 18:00:00,11.956559309943884
1971-06-28 18:00:00,11.201942230552277
1971-06-29 18:00:00,11.147528078095547
1971-06-30 18:00:00,12.828639263754667
1971-07-01 18:00:00,12.99749098167814
1971-07-02 18:00:00,16.493714474401656
1971-07-03 18:00:00,19.065287020186645
1971-07-04 18:00:00,18.51311410197394
1971-07-05 18:00:00,15.6454495583572
1971-07-06 18:00:00,14.603628512225214
1971-07-07 18:00:00,16.45735552694009
1971-07-08 18:00:00,16.631166345616577
1971-07-09 18:00:00,14.547998835975704
1971-07-10 18:00:00,13.369943294281143
1971-07-11 18:00:00,13.10719729426404
1971-07-12 18:00:00,11.062564211161714
1971-07-13 18:00:00,10.289760113516195
1971-07-14 18:00:00,10.396755659152916
1971-07-15 18:00:00,10.014756900911323
1971-07-16 18:00:00,9.475583013451569
1971-07-17 18:00:00,11.508958468910862
1971-07-18 18:00:00,10.62346115205412
1971-07-19 18:00:00,10.086443646406735
1971-07-20 18:00:00,10.067157799095128
1971-07-21 18:00:00,9.674638177824818
1971-07-22 18:00:00,9.304016350507027
1971-07-23 18:00:00,10.89214221719368
1971-07-24 18:00:00,12.663714326046033
1971-07-25 18:00:00,14.01180608613538
1971-07-26 18:00:00,13.60954078007643
1971-07-27 18:00:00,13.70098233243732
1971-07-28 18:00:00,15.795835409623919
1971-07-29 18:00:00,18.203150670597324
1971-07-30 18:00:00,16.54191428509847
1971-07-31 18:00:00,15.86073031556441
1971-08-01 18:00:00,14.086533137069353
1971-08-02 18:00:00,15.109329793117581
1971-08-03 18:00:00,16.418035749837486
1971-08-04 18:00:00,15.787023641323799
1971-08-05 18:00:00,15.049874914335021
1971-08-06 18:00:00,14.821804429270117
1971-08-07 18:00:00,14.210898664599029
1971-08-08 18:00:00,12.682967309107369
1971-08-09 18:00:00,12.092097052940915
1971-08-10 18:00:00,11.473454166022009
1971-08-11 18:00:00,11.549792219496624
1971-08-12 18:00:00,10.862697585436422
1971-08-13 18:00:00,10.999185845284785
1971-08-14 18:00:00,12.276887344811655
1971-08-15 18:00:00,11.756121999539971
1971-08-16 18:00:00,12.305953416946977
1971-08-17 18:00:00,12.800007214085156
1971-08-18 18:00:00,13.04568640043857
1971-08-19 18:00:00,13.831891616792689
1971-08-20 18:00:00,14.951731677454177
1971-08-21 18:00:00,17.897116116623295
1971-08-22 18:00:00,18.506513607907323
1971-08-23 18:00:00,14.945677071649015
1971-08-24 18:00:00,13.649424917451313
1971-08-25 18:00:00,13.261640857591658
1971-08-26 18:00:00,14.571246357413202
1971-08-27 18:00:00,12.672963669456522
1971-08-28 18:00:00,10.547402238211589
1971-08-29 18:00:00,10.769736716842658
1971-08-30 18:00:00,10.415363160834033
1971-08-31 18:00:00,11.177385017331574
1971-09-01 18:00:00,11.871417645665758
1971-09-02 18:00:00,11.811153834219965
1971-09-03 18:00:00,11.762565527995207
1971-09-04 18:00:00,10.839341579066513
1971-09-05 18:00:00,9.63765070592558
1971-09-06 18:00:00,10.121607257958999
1971-09-07 18:00:00,12.639640876714793
1971-09-08 18:00:00,13.34668181836355
1971-09-09 18:00:00,14.00804314275996
1971-09-10 18:00:00,13.111031645772698
1971-09-11 18:00:00,12.409401345645449
1971-09-12 18:00:00,9.762559224532822
1971-09-13 18:00:00,7.598033503855959
1971-09-14 18:00:00,6.969908345146791
1971-09-15 18:00:00,7.84652209958972
1971-09-16 18:00:00,9.835868775061442
1971-09-17 18:00:00,11.486810145826098
1971-09-18 18:00:00,10.417383014832922
1971-09-19 18:00:00,10.363449838963675
1971-09-20 18:00:00,11.194675083241066
1971-09-21 18:00:00,11.763065699723654
1971-09-22 18:00:00,10.571365934774974
1971-09-23 18:00:00,11.117139657106748
1971-09-24 18:00:00,9.805399698935446
1971-09-25 18:00:00,8.001021049125711
1971-09-26 18:00:00,8.821909080442083
1971-09-27 18:00:00,9.802724422010954
1971-09-28 18:00:00,9.072455011377883
1971-09-29 18:00:00,9.995712893847156
1971-09-30 18:00:00,10.75202573726142
1971-10-01 18:00:00,12.008041701289244
1971-10-02 18:00:00,12.822065929243479
1971-10-03 18:00:00,8.56834177572398
1971-10-04 18:00:00,5.779712184989876
1971-10-05 18:00:00,8.103395773853322
1971-10-06 18:00:00,11.51688664748292
1971-10-07 18:00:00,10.636804376556029
1971-10-08 18:00:00,9.336893426629388
1971-10-09 18:00:00,9.402810515116755
1971-10-10 18:00:00,10.604645154991715
1971-10-11 18:00:00,9.199473602360797
1971-10-12 18:00:00,3.8270706453541266
1971-10-13 18:00:00,0.5198169137795503
1971-10-14 18:00:00,0.6222192380525939
1971-10-15 18:00:00,4.180498707950676
1971-10-16 18:00:00,7.4272109444240755
1971-10-17 18:00:00,6.880916077611346
1971-10-18 18:00:00,7.483862984007487
1971-10-19 18:00:00,8.178017456481655
1971-10-20 18:00:00,7.52942955483104
1971-10-21 18:00:00,8.581748067307217
1971-10-22 18:00:00,8.106625629749033
1971-10-23 18:00:00,7.673576695199472
1971-10-24 18:00:00,7.784707414750528
1971-10-25 18:00:00,4.1003287639252335
1971-10-26 18:00:00,3.211924806438674
1971-10-27 18:00:00,3.1161479496897755
1971-10-28 18:00:00,3.0563635306231163
1971-10-29 18:00:00,5.88759924822449
1971-10-30 18:00:00,8.559380146231604
1971-10-31 18:00:00,9.385603337145142
1971-11-01 18:00:00,9.993126987556366
1971-11-02 18:00:00,9.702785792311943
1971-11-03 18:00:00,8.444028956362445
1971-11-04 18:00:00,7.607427054785148
1971-11-05 18:00:00,3.952411866087459
1971-11-06 18:00:00,0.4846468157185768
1971-11-07 18:00:00,1.9729794595094177
1971-11-08 18:00:00,2.311390538165142
1971-11-09 18:00:00,-0.6464857458265101
1971-11-10 18:00:00,1.6989789341722599
1971-11-11 18:00:00,4.454771146068822
1971-11-12 18:00:00,2.5726925985325124
1971-11-13 18:00:00,3.468131460824793
1971-11-14 18:00:00,5.834280849564493
1971-11-15 18:00:00,6.761420617241015
1971-11-16 18:00:00,2.5641778528411123
1971-11-17 18:00:00,-1.8509406691250092
1971-11-18 18:00:00,-4.986951911068331
1971-11-19 18:00:00,-5.011163610559777
1971-11-20 18:00:00,-1.5886255273874212
1971-11-21 18:00:00,-0.005265990417171906
1971-11-22 18:00:00,-3.1435315841757188
1971-11-23 18:00:00,-5.0605753027676315
1971-11-24 18:00:00,-1.3336397398464328
1971-11-25 18:00:00,3.7088408596111435
1971-11-26 18:00:00,5.817500686163726
1971-11-27 18:00:00,6.788110979954183
1971-11-28 18:00:00,5.4798552013918425
1971-11-29 18:00:00,2.93892575778068
1971-11-30 18:00:00,2.2262135594376673
1971-12-01 18:00:00,2.0253358335855296
1971-12-02 18:00:00,1.2503095400594475
1971-12-03 18:00:00,3.750521678463656
1971-12-04 18:00:00,6.957590181565706
1971-12-05 18:00:00,7.852722515247763
1971-12-06 18:00:00,6.6162342376593415
1971-12-07 18:00:00,2.63120635847622
1971-12-08 18:00:00,0.7518245597337341
1971-12-09 18:00:00,5.414957546484629
1971-12-10 18:00:00,5.857911025070393
1971-12-11 18:00:00,3.0540837794098934
1971-12-12 18:00:00,2.4613202041697377
1971-12-13 18:00:00,4.560049139963553
1971-12-14 18:00:00,5.50381192823545
1971-12-15 18:00:00,7.315490143353941
1971-12-16 18:00:00,6.885048334329952
1971-12-17 18:00:00,6.884780868228233
1971-12-18 18:00:00,6.984571540514651
1971-12-19 18:00:00,6.151320743542442
1971-12-20 18:00:00,7.271564407463586
1971-12-21 18:00:00,6.034748282966575
1971-12-22 18:00:00,3.7714277911344425
1971-12-23 18:00:00,5.273320525485929
1971-12-24 18:00:00,7.2088378003836056
1971-12-25 18:00:00,7.092365532347287
1971-12-26 18:00:00,5.982384307232678
1971-12-27 18:00:00,2.7206379952380644
1971-12-28 18:00:00,0.4279162200432438
1971-12-29 18:00:00,-2.0861938541592053
1971-12-30 18:00:00,-3.8963444433193786
1971-12-31 18:00:00,-4.821005652154042
1972-01-01 18:00:00,-2.893713688301773
1972-01-02 18:00:00,-1.4690788020116088
1972-01-03 18:00:00,-2.5014216834283616
1972-01-04 18:00:00,-2.5877736322022997
1972-01-05 18:00:00,0.0027405154912116814
1972-01-06 18:00:00,-1.7992521665352115
1972-01-07 18:00:00,-3.2738870830680753
1972-01-08 18:00:00,-2.785953515354663
1972-01-09 18:00:00,-1.0422233722074452
1972-01-10 18:00:00,-1.182250488205682
1972-01-11 18:00:00,0.5255862777586344
1972-01-12 18:00:00,1.4709304607879972
1972-01-13 18:00:00,-0.08132309460421538
1972-01-14 18:00:00,-3.2764199908679075
1972-01-15 18:00:00,-3.808955598373416
1972-01-16 18:00:00,-5.735139675241783
1972-01-17 18:00:00,-4.83089283957446
1972-01-18 18:00:00,-6.284810507494797
1972-01-19 18:00:00,-2.444729495279489
1972-01-20 18:00:00,0.6500480448973462
1972-01-21 18:00:00,0.7141174329073579
1972-01-22 18:00:00,2.9807660056692384
1972-01-23 18:00:00,4.698614290079945
1972-01-24 18:00:00,1.4631308074687013
1972-01-25 18:00:00,-0.42159530453420757
1972-01-26 18:00:00,0.6776282198011927
1972-01-27 18:00:00,-2.059153098530942
1972-01-28 18:00:00,-6.0769295817515285
1972-01-29 18:00:00,-7.317743302887379
1972-01-30 18:00:00,-6.730053772882968
1972-01-31 18:00:00,-5.062193237652139
1972-02-01 18:00:00,-4.47309487314385
1972-02-02 18:00:00,-2.8327461369337357
1972-02-03 18:00:00,0.3819546578262134
1972-02-04 18:00:00,0.9377955018144917
1972-02-05 18:00:00,-0.6993305317497516
1972-02-06 18:00:00,-1.4189121369623194
1972-02-07 18:00:00,0.05257743313057972
1972-02-08 18:00:00,2.799950110107318
1972-02-09 18:00:00,3.5976191497961167
1972-02-10 18:00:00,2.3752166124202745
1972-02-11 18:00:00,1.3721810164428234
1972-02-12 18:00:00,1.504541650479723
1972-02-13 18:00:00,2.1855206281824735
1972-02-14 18:00:00,2.2035378331241304
1972-02-15 18:00:00,1.9645930139722054
1972-02-16 18:00:00,1.284099212056276
1972-02-17 18:00:00,-0.9527792556115742
1972-02-18 18:00:00,-2.1126743147233924
1972-02-19 18:00:00,-1.6173394117681141
1972-02-20 18:00:00,-4.255571412075028
1972-02-21 18:00:00,-5.738000480641631
1972-02-22 18:00:00,-4.5149425698025425
1972-02-23 18:00:00,-2.945844289844615
1972-02-24 18:00:00,-2.5486627873008274
1972-02-25 18:00:00,-1.1015988862047834
1972-02-26 18:00:00,-0.5328705752612564
1972-02-27 18:00:00,-0.9245343686923775
1972-02-28 18:00:00,0.30084972734800886
1972-02-29 18:00:00,-0.4833638688828614
1972-03-01 18:00:00,-0.5243522708428827
1972-03-02 18:00:00,-0.7651267592519844
1972-03-03 18:00:00,-0.3552021844578235
1972-03-04 18:00:00,0.7129873246553302
1972-03-05 18:00:00,1.5591648494359447
1972-03-06 18:00:00,1.5135654323758558
1972-03-07 18:00:00,1.2390131566708078
1972-03-08 18:00:00,0.7371767369215263
1972-03-09 18:00:00,0.19734271666106906
1972-03-10 18:00:00,-2.2654288368246966
1972-03-11 18:00:00,-3.7324755269954153
1972-03-12 18:00:00,-1.5296787013625135
1972-03-13 18:00:00,-0.6588160708790269
1972-03-14 18:00:00,0.18966113830254017
1972-03-15 18:00:00,4.031065703750812
1972-03-16 18:00:00,5.818754964876177
1972-03-17 18:00:00,7.930664110934742
1972-03-18 18:00:00,6.56832779782161
1972-03-19 18:00:00,5.224574061068381
1972-03-20 18:00:00,3.7803473726087304
1972-03-21 18:00:00,4.387342961587763
1972-03-22 18:00:00,4.327410956138067
1972-03-23 18:00:00,1.8783233569479876
1972-03-24 18:00:00,2.131702578426143
1972-03-25 18:00:00,3.970866127228703
1972-03-26 18:00:00,2.96659969194792
1972-03-27 18:00:00,1.3413732451460305
1972-03-28 18:00:00,1.5351578864617181
1972-03-29 18:00:00,2.189901155750988
1972-03-30 18:00:00,1.9191714647973868
1972-03-31 18:00:00,1.5282443376189576
1972-04-01 18:00:00,1.7453258739548687
1972-04-02 18:00:00,3.751350035355074
1972-04-03 18:00:00,3.923664234554849
1972-04-04 18:00:00,4.647582983611585
1972-04-05 18:00:00,4.508322716787063
1972-04-06 18:00:00,4.104399227884812
1972-04-07 18:00:00,4.650263937872182
1972-04-08 18:00:00,4.530440778921218
1972-04-09 18:00:00,4.139935862862899
1972-04-10 18:00:00,4.39030408388885
1972-04-11 18:00:00,6.1498417312644165
1972-04-12 18:00:00,4.960568258576302
1972-04-13 18:00:00,4.0223822737785895
1972-04-14 18:00:00,3.6694411351593885
1972-04-15 18:00:00,3.435344255463349
1972-04-16 18:00:00,3.780027030837516
1972-04-17 18:00:00,3.5262582467670427
1972-04-18 18:00:00,5.93798714626422
1972-04-19 18:00:00,5.010053817556809
1972-04-20 18:00:00,4.382259218868285
1972-04-21 18:00:00,5.62483130628209
1972-04-22 18:00:00,5.615988881768487
1972-04-23 18:00:00,5.662061608957572
1972-04-24 18:00:00,3.685947248356058
1972-04-25 18:00:00,3.6438664979295368
1972-04-26 18:00:00,4.658118667052179
1972-04-27 18:00:00,3.4829199822642067
1972-04-28 18:00:00,3.6275766603095008
1972-04-29 18:00:00,5.099441392078347
1972-04-30 18:00:00,5.959996687828891
1972-05-01 18:00:00,9.973892411141776
1972-05-02 18:00:00,11.933883263045914
1972-05-03 18:00:00,13.132476479480658
1972-05-04 18:00:00,14.021477245439996
1972-05-05 18:00:00,13.854729986427458
1972-05-06 18:00:00,11.78135424262382
1972-05-07 18:00:00,10.476750843322918
1972-05-08 18:00:00,10.58069240853672
1972-05-09 18:00:00,11.895492177568883
1972-05-10 18:00:00,9.609118592465279
1972-05-11 18:00:00,8.724223371475944
1972-05-12 18:00:00,8.96808803179539
1972-05-13 18:00:00,9.24529622448307
1972-05-14 18:00:00,8.601817051285934
1972-05-15 18:00:00,7.856748105958957
1972-05-16 18:00:00,8.004156660048977
1972-05-17 18:00:00,9.704829906450072
1972-05-18 18:00:00,8.14814393075443
1972-05-19 18:00:00,7.017191609109091
1972-05-20 18:00:00,9.869158627204058
1972-05-21 18:00:00,9.423468391550557
1972-05-22 18:00:00,8.385023070844113
1972-05-23 18:00:00,12.499180299465252
1972-05-24 18:00:00,12.44447471295473
1972-05-25 18:00:00,8.840708917602512
1972-05-26 18:00:00,7.912319468177884
1972-05-27 18:00:00,9.513029700528591
1972-05-28 18:00:00,8.877768905147548
1972-05-29 18:00:00,8.407449924396246
1972-05-30 18:00:00,8.09615529372627
1972-05-31 18:00:00,8.760328588726168
1972-06-01 18:00:00,8.846241898526785
1972-06-02 18:00:00,9.025733401003833
1972-06-03 18:00:00,8.327474097529148
1972-06-04 18:00:00,8.69680907347447
1972-06-05 18:00:00,13.5246539226967
1972-06-06 18:00:00,11.607905053221373
1972-06-07 18:00:00,10.065223767557825
1972-06-08 18:00:00,9.828603972257781
1972-06-09 18:00:00,9.761385833491488
1972-06-10 18:00:00,11.675706953264239
1972-06-11 18:00:00,11.408136507543361
1972-06-12 18:00:00,10.73697640705376
1972-06-13 18:00:00,11.161599533629442
1972-06-14 18:00:00,10.66241181631682
1972-06-15 18:00:00,11.550924223378559
1972-06-16 18:00:00,10.497118034490768
1972-06-17 18:00:00,11.060714687168172
1972-06-18 18:00:00,10.574473106826531
1972-06-19 18:00:00,9.892943253836847
1972-06-20 18:00:00,10.462160113321715
1972-06-21 18:00:00,9.996017046739496
1972-06-22 18:00:00,9.486290284787287
1972-06-23 18:00:00,10.205072600585993
1972-06-24 18:00:00,10.803106480920349
1972-06-25 18:00:00,11.82689479821596
1972-06-26 18:00:00,13.328547872975548
1972-06-27 18:00:00,16.777453715280103
1972-06-28 18:00:00,13.844216136097543
1972-06-29 18:00:00,13.543146303503022
1972-06-30 18:00:00,14.97447295181695
1972-07-01 18:00:00,16.897017259150232
1972-07-02 18:00:00,13.28438281185538
1972-07-03 18:00:00,11.123133798283448
1972-07-04 18:00:00,11.626029962619043
1972-07-05 18:00:00,14.233357208821587
1972-07-06 18:00:00,13.860894116585712
1972-07-07 18:00:00,13.286388636117806
1972-07-08 18:00:00,10.662538681525575
1972-07-09 18:00:00,11.830929292676956
1972-07-10 18:00:00,12.287652808842722
1972-07-11 18:00:00,12.268403826742485
1972-07-12 18:00:00,12.765781331049482
1972-07-13 18:00:00,13.069305268137839
1972-07-14 18:00:00,15.868535957700487
1972-07-15 18:00:00,15.721703727414422
1972-07-16 18:00:00,16.400724259299466
1972-07-17 18:00:00,18.658604177196935
1972-07-18 18:00:00,19.854008303728165
1972-07-19 18:00:00,18.295692830539622
1972-07-20 18:00:00,16.815978763753833
1972-07-21 18:00:00,15.574301543613444
1972-07-22 18:00:00,15.984334198423198
1972-07-23 18:00:00,16.30794547274661
1972-07-24 18:00:00,15.631834097482397
1972-07-25 18:00:00,13.76059270070374
1972-07-26 18:00:00,14.250510505127522
1972-07-27 18:00:00,16.047704010855284
1972-07-28 18:00:00,15.238393857675248
1972-07-29 18:00:00,15.589255117090715
1972-07-30 18:00:00,14.909540608950635
1972-07-31 18:00:00,16.779107451412358
1972-08-01 18:00:00,15.074408626929824
1972-08-02 18:00:00,14.183863502714985
1972-08-03 18:00:00,11.134634007845818
1972-08-04 18:00:00,10.461601877053681
1972-08-05 18:00:00,11.821213145705656
1972-08-06 18:00:00,13.01629154087226
1972-08-07 18:00:00,14.601890614696288
1972-08-08 18:00:00,15.324069477401792
1972-08-09 18:00:00,13.82575631674456
1972-08-10 18:00:00,11.724402917359782
1972-08-11 18:00:00,10.730030205523974
1972-08-12 18:00:00,11.422178191285923
1972-08-13 18:00:00,12.541770527051824
1972-08-14 18:00:00,13.212938783746722
1972-08-15 18:00:00,12.714395356876196
1972-08-16 18:00:00,12.378490340833991
1972-08-17 18:00:00,11.144828479339424
1972-08-18 18:00:00,10.93450914071883
1972-08-19 18:00:00,11.83333170313449
1972-08-20 18:00:00,11.367975306504775
1972-08-21 18:00:00,10.966624328305556
1972-08-22 18:00:00,11.305975416849833
1972-08-23 18:00:00,11.30331506081609
1972-08-24 18:00:00,10.43980207786393
1972-08-25 18:00:00,10.871961914805013
1972-08-26 18:00:00,11.607799411394637
1972-08-27 18:00:00,12.915601180146098
1972-08-28 18:00:00,12.809349235114894
1972-08-29 18:00:00,13.32802230480354
1972-08-30 18:00:00,13.44197833457008
1972-08-31 18:00:00,12.9836427216365
1972-09-01 18:00:00,12.153019148506644
1972-09-02 18:00:00,12.730083489718993
1972-09-03 18:00:00,12.055406119564452
1972-09-04 18:00:00,11.154270026870108
1972-09-05 18:00:00,10.90184109243279
1972-09-06 18:00:00,11.440652733796867
1972-09-07 18:00:00,9.920871517917988
1972-09-08 18:00:00,7.714891956194208
1972-09-09 18:00:00,9.34889436312369
1972-09-10 18:00:00,8.519601985219197
1972-09-11 18:00:00,7.1280294780043505
1972-09-12 18:00:00,6.595021995844661
1972-09-13 18:00:00,6.860085530941717
1972-09-14 18:00:00,6.943757132332053
1972-09-15 18:00:00,7.088049530723595
1972-09-16 18:00:00,9.619767001792411
1972-09-17 18:00:00,11.038711890041498
1972-09-18 18:00:00,10.186705037875583
1972-09-19 18:00:00,9.726594208193603
1972-09-20 18:00:00,9.844524607232358
1972-09-21 18:00:00,9.547417487633027
1972-09-22 18:00:00,8.657794712900056
1972-09-23 18:00:00,7.1421795949410125
1972-09-24 18:00:00,6.697234759507353
1972-09-25 18:00:00,8.347224159427356
1972-09-26 18:00:00,8.982153240258413
1972-09-27 18:00:00,7.008448405341653
1972-09-28 18:00:00,5.402910153296546
1972-09-29 18:00:00,6.123496895237508
1972-09-30 18:00:00,7.306885219259527
1972-10-01 18:00:00,6.782066893437559
1972-10-02 18:00:00,5.927700141740729
1972-10-03 18:00:00,6.6501148190889126
1972-10-04 18:00:00,9.95355715885728
1972-10-05 18:00:00,10.242969701327297
1972-10-06 18:00:00,8.361698666093332
1972-10-07 18:00:00,9.426604022795061
1972-10-08 18:00:00,9.568852458059041
1972-10-09 18:00:00,9.854073648476628
1972-10-10 18:00:00,9.433496066658336
1972-10-11 18:00:00,6.017125941173617
1972-10-12 18:00:00,4.12484092936171
1972-10-13 18:00:00,4.303134799014117
1972-10-14 18:00:00,6.938296071022819
